CAMERA:
C: 50.000000,-50.000000,600.000000
N: 0.000000,0.000000,-1.000000
V: 0.009950,0.994988,0.099499
U: 0.994988,-0.009950,0.000000
d: 1.000000 hx: 1.000000 hy: 1.000000
PONTOS:
60.088169,202.517136,-7.239510
59.349659,202.517136,-5.315630
59.349659,174.711365,-5.315630
60.088161,174.711365,-7.239510
63.008610,202.517136,-6.118450
62.270111,202.517136,-4.194570
62.270111,174.711365,-4.194570
63.008610,174.711365,-6.118450
61.343632,202.517136,-10.510110
58.315739,202.517136,-2.622190
58.315739,192.965546,-2.622220
61.343632,192.965546,-10.510110
64.771988,202.517136,-9.194080
61.744099,202.517136,-1.306170
61.744099,192.965546,-1.306170
64.771980,192.965546,-9.194080
66.262367,176.151764,-4.171710
66.449753,176.327026,-4.143460
66.588211,176.280075,-4.487820
66.416519,176.099487,-4.555080
66.728119,176.319031,-4.832590
66.572281,176.142883,-4.938910
66.859230,176.440628,-5.152610
66.719032,176.278976,-5.297050
66.972237,176.634827,-5.425110
66.846764,176.498520,-5.605090
67.059532,176.886200,-5.631890
66.946793,176.786530,-5.842030
67.115898,177.176132,-5.760740
67.012268,177.123367,-5.991720
67.138512,177.485565,-5.805320
67.038773,177.486084,-6.043980
67.126297,177.795990,-5.763720
67.024467,177.849976,-5.995220
67.079712,178.088867,-5.637670
66.970329,178.190262,-5.848780
67.000938,178.344986,-5.433330
66.880074,178.483719,-5.614640
66.894547,178.545486,-5.162730
66.759819,178.710342,-5.308750
66.767632,178.674484,-4.843920
66.617767,178.854736,-4.951960
66.629173,178.721436,-4.499570
66.463631,178.907013,-4.568590
66.489273,178.682480,-4.154790
66.307869,178.863632,-4.184750
66.358131,178.560867,-3.834780
66.161133,178.727539,-3.826620
66.245140,178.366684,-3.562280
66.033386,178.508011,-3.518580
66.157852,178.115326,-3.355490
65.933357,178.220032,-3.281640
66.101479,177.825378,-3.226640
65.867882,177.883163,-3.131950
66.078873,177.515945,-3.182070
65.841377,177.520416,-3.079690
66.091080,177.205551,-3.223660
65.855682,177.156540,-3.128450
66.137672,176.912643,-3.349710
65.909813,176.816269,-3.274890
66.216438,176.656540,-3.554050
66.000069,176.522797,-3.509030
66.322823,176.456024,-3.824650
66.120331,176.296158,-3.814920
59.137508,176.207260,-7.546270
59.293270,176.250626,-7.930100
59.440022,176.386703,-8.288230
59.567760,176.606277,-8.596270
59.667770,176.894257,-8.833210
59.733269,177.231094,-8.982900
59.759769,177.593811,-9.035160
59.745461,177.957733,-8.986400
59.691319,178.298035,-8.839960
59.601070,178.591461,-8.605820
59.480808,178.818115,-8.299930
59.338772,178.962463,-7.943140
59.184620,179.014740,-7.559770
59.028870,178.971375,-7.175940
58.882111,178.835297,-6.817800
58.754379,178.615753,-6.509760
58.654362,178.327744,-6.272820
58.588860,177.990906,-6.123130
58.562370,177.628189,-6.070870
58.576679,177.264267,-6.119630
58.630798,176.924011,-6.266070
58.721069,176.630554,-6.500210
58.841320,176.403885,-6.806100
58.983360,176.259521,-7.162890
67.019310,177.729675,-11.046120
65.530838,177.582397,-7.450500
65.501213,177.017288,-7.397930
66.931686,176.008286,-10.892510
64.097893,171.760025,-4.036020
64.440536,175.487503,-4.829400
64.226700,175.687943,-4.292900
63.474892,172.369766,-2.472000
62.923248,173.589447,-1.062150
64.006737,176.148056,-3.731690
63.882038,176.617035,-3.405900
62.560699,175.017365,-0.112580
62.391628,176.851486,0.373100
63.813019,177.312027,-3.209620
63.822559,177.879837,-3.212350
62.420650,178.581100,0.364780
62.927780,181.232040,-0.792810
64.016708,178.863510,-3.656680
64.186798,179.260330,-4.063020
63.424568,182.441437,-1.977760
66.303772,176.349182,-6.722310
66.434158,177.003464,-7.020920
67.836052,175.994888,-10.527050
68.068947,175.892807,-11.107070
67.788063,174.392639,-10.467070
67.359749,173.109787,-9.454280
66.813187,172.131683,-8.137710
66.185654,171.524963,-6.607100
65.519890,171.330963,-4.966760
65.737022,171.582062,-5.494850
66.395119,172.011063,-7.107600
65.890511,175.555145,-5.728810
65.664886,175.414566,-5.175680
64.861282,171.562943,-3.328470
64.254707,172.205078,-1.803870
64.379250,172.356339,-2.106540
65.002251,171.746613,-3.670550
65.159660,175.674133,-3.915890
63.741482,173.213623,-0.496870
63.827610,173.576035,-0.696690
64.939690,176.134201,-3.354680
64.814987,176.603180,-3.028880
64.745979,177.298172,-2.832600
64.755508,177.865982,-2.835330
63.296009,176.838058,0.738570
63.465061,175.003967,0.252880
63.356621,174.519775,0.503470
63.126308,176.034637,1.128970
63.066269,177.654861,1.337000
63.180599,179.270096,1.113410
63.461479,180.770264,0.473390
63.889790,182.053101,-0.539400
64.436348,183.031235,-1.855960
64.328941,182.427994,-1.612290
63.832142,181.218613,-0.427350
65.119759,179.246490,-3.686010
65.063889,183.637955,-3.386570
65.729652,183.831924,-5.026910
65.677406,183.512543,-4.909360
65.009064,183.231247,-3.265820
